epoch,object,raoff,decoff,raoff_err,decoff_err,brightness,brightness_err
0.0,1,0.811231477773281,0.7594337387611091,0.01,0.01,0.09358490399640425,0.01
51.02040816326531,1,0.8086976534668815,0.7884882174763149,0.01,0.01,0.09862733963920862,0.01
102.04081632653062,1,0.8018051182543783,0.8135752998448389,0.01,0.01,0.10499582237388896,0.01
153.06122448979593,1,0.7904122778426745,0.8345316311433326,0.01,0.01,0.11302378885599486,0.01
204.08163265306123,1,0.7743165421613408,0.8511262472797302,0.01,0.01,0.12318805546636806,0.01
255.10204081632654,1,0.753249548414535,0.8630503873758559,0.01,0.01,0.1361800248346027,0.01
306.12244897959187,1,0.7268712100315663,0.8699046823746542,0.01,0.01,0.1530226526335016,0.01
357.14285714285717,1,0.694762808612201,0.871183254587578,0.01,0.01,0.17526767302647034,0.01
408.16326530612247,1,0.6564196199390899,0.8662543021471459,0.01,0.01,0.2053375622554458,0.01
459.18367346938777,1,0.6112440678303533,0.8543369207025031,0.01,0.01,0.2471342724034155,0.01
510.2040816326531,1,0.5585412933875817,0.8344743818340995,0.01,0.01,0.30714302736709537,0.01
561.2244897959184,1,0.49752057854752274,0.8055051180185213,0.01,0.01,0.39642605066463393,0.01
612.2448979591837,1,0.42730869340142713,0.7660347500990113,0.01,0.01,0.5339941531274536,0.01
663.265306122449,1,0.3469855704957162,0.7144164850051454,0.01,0.01,0.7510921949147653,0.01
714.2857142857143,1,0.25565954973242283,0.6487544841765712,0.01,0.01,1.089659065489047,0.01
765.3061224489796,1,0.15260947588849744,0.5669573266103906,0.01,0.01,1.5668452007999316,0.01
816.3265306122449,1,0.037533685832437026,0.4668885487044668,0.01,0.01,2.062626571880702,0.01
867.3469387755102,1,-0.08904312701616794,0.34668838046440426,0.01,0.01,2.2566005333932724,0.01
918.3673469387755,1,-0.22515974344986556,0.2053664293775624,0.01,0.01,1.9742762557365308,0.01
969.3877551020408,1,-0.36661560366594714,0.04375763921362707,0.01,0.01,1.4724201265196528,0.01
1020.4081632653061,1,-0.5061474469043882,-0.13417842573759436,0.01,0.01,1.0378267478370446,0.01
1071.4285714285716,1,-0.6330566925723007,-0.32005017911521655,0.01,0.01,0.7457820123781923,0.01
1122.4489795918369,1,-0.7340642827698997,-0.5005631649102175,0.01,0.01,0.5692403465256193,0.01
1173.4693877551022,1,-0.7960233988208258,-0.6590354524244593,0.01,0.01,0.3677023181237994,0.01
1224.4897959183675,1,-0.8100093753970008,-0.779341500288983,0.01,0.01,0.310805460038203,0.01
1275.5102040816328,1,-0.7747106962319243,-0.8508197707379554,0.01,0.01,0.41184810403842464,0.01
1326.530612244898,1,-0.6968201319288353,-0.8712731010397949,0.01,0.01,0.4267037403343691,0.01
1377.5510204081634,1,-0.5881886796558359,-0.8463291454704698,0.01,0.01,0.45692118233449847,0.01
1428.5714285714287,1,-0.46179505907320606,-0.7861524685145167,0.01,0.01,0.4835731029852539,0.01
1479.591836734694,1,-0.32874319217715686,-0.7018568896193422,0.01,0.01,0.47696040679432183,0.01
1530.6122448979593,1,-0.19704231837725736,-0.603169261080095,0.01,0.01,0.4173135946760028,0.01
1581.6326530612246,1,-0.0717085052125464,-0.49753210156043054,0.01,0.01,0.32665907139175554,0.01
1632.6530612244899,1,0.04455725697773338,-0.39013739669169883,0.01,0.01,0.24572306795533427,0.01
1683.6734693877552,1,0.15061964729048624,-0.2843546293265123,0.01,0.01,0.189864891641152,0.01
1734.6938775510205,1,0.246302320136533,-0.18222582266793214,0.01,0.01,0.1541293228877271,0.01
1785.7142857142858,1,0.3319636092307561,-0.08488826595156958,0.01,0.01,0.1309447698576423,0.01
1836.734693877551,1,0.4082247422781462,0.007108706138521259,0.01,0.01,0.11532666162626576,0.01
1887.7551020408164,1,0.47580638683140664,0.09358245909783232,0.01,0.01,0.10445257538616691,0.01
1938.7755102040817,1,0.5354357374912007,0.17456889152858981,0.01,0.01,0.09672357063471888,0.01
1989.795918367347,1,0.5877970769939762,0.25022587899384413,0.01,0.01,0.09119647427470219,0.01
2040.8163265306123,1,0.6335080358663165,0.3207715550593558,0.01,0.01,0.08729085845318117,0.01
2091.8367346938776,1,0.673110446052766,0.3864454566166559,0.01,0.01,0.08463812457943871,0.01
2142.857142857143,1,0.707069071798058,0.44748437788656903,0.01,0.01,0.0830008016213394,0.01
2193.877551020408,1,0.7357742511645264,0.5041075168486121,0.01,0.01,0.08222762558027762,0.01
2244.8979591836737,1,0.75954615418438,0.5565073629841016,0.01,0.01,0.08222788911616931,0.01
2295.918367346939,1,0.7786393591852832,0.6048440073048987,0.01,0.01,0.08295689503656585,0.01
2346.9387755102043,1,0.7932470300017178,0.6492413535736495,0.01,0.01,0.0844083805697474,0.01
2397.9591836734694,1,0.8035043081850315,0.6897842167972191,0.01,0.01,0.08661187268900492,0.01
2448.979591836735,1,0.8094907181927744,0.7265156142343624,0.01,0.01,0.08963415615760459,0.01
2500.0,1,0.811231477773281,0.7594337387611084,0.01,0.01,0.09358490399640412,0.01
